,timestamp,value,label,KPI ID
1050252,1469203200,-1.04808758252,0,54e8a140f6237526
1050253,1469203500,-1.01906734482,0,54e8a140f6237526
1050254,1469203800,-0.968321124674,0,54e8a140f6237526
1050255,1469204100,-0.6853659468269999,0,54e8a140f6237526
1050256,1469204400,-0.844776125335,0,54e8a140f6237526
1050257,1469204700,-1.08833823263,0,54e8a140f6237526
1050258,1469205000,-0.602101972046,0,54e8a140f6237526
1050259,1469205300,-0.8857289062899999,0,54e8a140f6237526
1050260,1469205600,-0.8084343482590001,0,54e8a140f6237526
1050261,1469205900,-1.16509587241,0,54e8a140f6237526
1050262,1469206200,-1.00564186315,0,54e8a140f6237526
1050263,1469206500,-1.27161816648,0,54e8a140f6237526
1050264,1469206800,-1.1386983763299998,0,54e8a140f6237526
1050265,1469207100,-1.22673696786,0,54e8a140f6237526
1050266,1469207400,-1.1605074279799998,0,54e8a140f6237526
1050267,1469207700,-1.27056466504,0,54e8a140f6237526
1050268,1469208000,-1.4200718664399998,0,54e8a140f6237526
1050269,1469208300,-1.11577344888,0,54e8a140f6237526
1050270,1469208600,-1.27797248956,0,54e8a140f6237526
1050271,1469208900,-1.58783845236,0,54e8a140f6237526
1050272,1469209200,-1.60996693197,0,54e8a140f6237526
1050273,1469209500,-1.54162928074,0,54e8a140f6237526
1050274,1469209800,-0.8860692813009999,0,54e8a140f6237526
1050275,1469210100,-1.47229855326,0,54e8a140f6237526
1050276,1469210400,-1.21803863246,0,54e8a140f6237526
1050277,1469210700,-1.64172757947,0,54e8a140f6237526
1050278,1469211000,-1.12176576316,0,54e8a140f6237526
1050279,1469211300,-1.87759906465,0,54e8a140f6237526
1050280,1469211600,-1.48926810295,0,54e8a140f6237526
1050281,1469211900,-1.7762678348400005,0,54e8a140f6237526
1050282,1469212200,-1.7757769875,0,54e8a140f6237526
1050283,1469212500,-1.40380081417,0,54e8a140f6237526
1050284,1469212800,-1.74691967507,0,54e8a140f6237526
1050285,1469213100,-1.42431255166,0,54e8a140f6237526
1050286,1469213400,-1.0204379575799998,0,54e8a140f6237526
1050287,1469213700,-1.41113873283,0,54e8a140f6237526
1050288,1469214000,-1.41287070247,0,54e8a140f6237526
1050289,1469214300,-1.64764983629,0,54e8a140f6237526
1050290,1469214600,-1.9843912971,0,54e8a140f6237526
1050291,1469214900,-1.40639635879,0,54e8a140f6237526
1050292,1469215200,-1.47119389813,0,54e8a140f6237526
1050293,1469215500,-1.42152143944,0,54e8a140f6237526
1050294,1469215800,-1.1664597593,0,54e8a140f6237526
1050295,1469216100,-1.9586254751700003,0,54e8a140f6237526
1050296,1469216400,-1.71788030305,0,54e8a140f6237526
1050297,1469216700,-2.00426508236,0,54e8a140f6237526
1050298,1469217000,-1.40632518556,0,54e8a140f6237526
1050299,1469217300,-1.6031735340600002,0,54e8a140f6237526
1050300,1469217600,-1.986138962,0,54e8a140f6237526
1050301,1469217900,-1.82171764378,0,54e8a140f6237526
1050302,1469218200,-1.53602353338,0,54e8a140f6237526
1050303,1469218500,-1.91157747428,0,54e8a140f6237526
1050304,1469218800,-1.28082115555,0,54e8a140f6237526
1050305,1469219100,-1.608008217,0,54e8a140f6237526
1050306,1469219400,-1.67906928704,0,54e8a140f6237526
1050307,1469219700,-1.88819666099,0,54e8a140f6237526
1050308,1469220000,-2.43010945146,0,54e8a140f6237526
1050309,1469220300,-1.32218739705,0,54e8a140f6237526
1050310,1469220600,-0.974297354361,0,54e8a140f6237526
1050311,1469220900,-1.20647601854,0,54e8a140f6237526
1050312,1469221200,-1.02347833217,0,54e8a140f6237526
1050313,1469221500,-1.30970139394,0,54e8a140f6237526
1050314,1469221800,-0.737708712133,0,54e8a140f6237526
1050315,1469222100,-1.25026467304,0,54e8a140f6237526
1050316,1469222400,-1.26411088022,0,54e8a140f6237526
1050317,1469222700,-0.925526468426,0,54e8a140f6237526
1050318,1469223000,-1.2129696761,0,54e8a140f6237526
1050319,1469223300,-1.18992576551,0,54e8a140f6237526
1050320,1469223600,-1.68843088225,0,54e8a140f6237526
1050321,1469223900,-1.41652137123,0,54e8a140f6237526
1050322,1469224200,-1.6471276471,0,54e8a140f6237526
1050323,1469224500,-1.4973187414500002,0,54e8a140f6237526
1050324,1469224800,-1.45621053937,0,54e8a140f6237526
1050325,1469225100,-1.06865811203,0,54e8a140f6237526
1050326,1469225400,-1.23077096793,0,54e8a140f6237526
1050327,1469225700,-1.01191938795,0,54e8a140f6237526
1050328,1469226000,-0.820734149144,0,54e8a140f6237526
1050329,1469226300,-1.0798308065,0,54e8a140f6237526
1050330,1469226600,-0.605818722587,0,54e8a140f6237526
1050331,1469226900,-0.41488142798,0,54e8a140f6237526
1050332,1469227200,-1.07440966795,0,54e8a140f6237526
1050333,1469227500,-0.97780271248,0,54e8a140f6237526
1050334,1469227800,-0.704162419892,0,54e8a140f6237526
1050335,1469228100,-0.778779557694,0,54e8a140f6237526
1050336,1469228400,-0.800127727207,0,54e8a140f6237526
1050337,1469228700,-0.672042507678,0,54e8a140f6237526
1050338,1469229000,-0.7232608042280001,0,54e8a140f6237526
1050339,1469229300,-0.931434977622,0,54e8a140f6237526
1050340,1469229600,-0.939364935147,0,54e8a140f6237526
1050341,1469229900,-0.867313017823,0,54e8a140f6237526
1050342,1469230200,-1.17326469394,0,54e8a140f6237526
1050343,1469230500,-0.874548015675,0,54e8a140f6237526
1050344,1469230800,-1.04889533914,0,54e8a140f6237526
1050345,1469231100,-1.09971976308,0,54e8a140f6237526
1050346,1469231400,-0.930596124924,0,54e8a140f6237526
1050347,1469231700,-0.93166851828,0,54e8a140f6237526
1050348,1469232000,-0.751566421498,0,54e8a140f6237526
